客户号,客户姓名,性别,年龄_连续,婚姻状态,户籍,教育程度,居住类型,职业类别,工作年限,个人收入_连续,保险缴纳,车辆情况,信用总评分,信用等级,额度,审批结果
0000999993873922,anon_S7331,男,19,已婚,山西,高中,自购房,私营企业,1,320000,有,有,76,C-普通客户,20000,0-通过
0000999993885087,anon_S8445,女,28,未婚,吉林,高中,租房,私营企业,10,980000,无,无,76,C-普通客户,20000,0-通过
0000999993884935,anon_S8430,男,23,未婚,黑龙江,大专,租房,个体户,3,920160,无,无,76,C-普通客户,20000,0-通过
0000999993884924,anon_S8429,女,22,未婚,广东,大专,租房,私营企业,2,920160,无,无,76,C-普通客户,20000,0-通过
0000999993884866,anon_S8423,女,23,未婚,辽宁,大专,租房,私营企业,3,911960,无,无,76,C-普通客户,20000,0-通过
0000999993884855,anon_S8422,女,22,未婚,内蒙古,大专,租房,外资企业,2,911960,无,无,76,C-普通客户,20000,0-通过
0000999993884811,anon_S8418,女,23,未婚,甘肃,大专,租房,个体户,3,909000,无,无,76,C-普通客户,20000,0-通过
0000999993884720,anon_S8409,男,22,未婚,海南,大专,租房,外资企业,2,894700,无,无,76,C-普通客户,20000,0-通过
0000999993884538,anon_S8390,男,23,未婚,吉林,大专,租房,外资企业,3,873000,无,无,76,C-普通客户,20000,0-通过
0000999993884414,anon_S8378,男,22,未婚,四川,大专,租房,其他企业,2,870000,无,无,76,C-普通客户,20000,0-通过
0000999993884130,anon_S8350,女,23,未婚,河北,大专,租房,其他企业,3,840000,无,无,76,C-普通客户,20000,0-通过
0000999993883997,anon_S8336,男,28,未婚,江西,高中,租房,外资企业,10,832000,无,无,76,C-普通客户,20000,0-通过
0000999993856011,anon_S5548,男,20,未婚,吉林,高中,自购房,私营企业,2,90000,有,有,76,C-普通客户,20000,0-通过
0000999993895153,anon_S9444,男,22,未婚,山西,大专,租房,其他企业,2,9000000,无,无,76,C-普通客户,20000,0-通过
0000999993883646,anon_S8301,男,22,未婚,广东,大专,租房,其他企业,2,775000,无,无,76,C-普通客户,20000,0-通过
0000999993883545,anon_S8291,女,22,未婚,吉林,大专,租房,其他企业,2,765000,无,无,76,C-普通客户,20000,0-通过
0000999993883512,anon_S8288,男,23,未婚,江苏,大专,租房,私营企业,3,765000,无,无,76,C-普通客户,20000,0-通过
0000999993883432,anon_S8280,女,28,未婚,河南,高中,租房,个体户,10,750000,无,无,76,C-普通客户,20000,0-通过
0000999993861441,anon_S6086,男,20,未婚,江苏,高中,自购房,私营企业,2,126084,有,有,76,C-普通客户,20000,0-通过
0000999993868797,anon_S6820,男,20,未婚,吉林,高中,自购房,私营企业,2,217958,有,有,76,C-普通客户,20000,0-通过
0000999993862659,anon_S6207,男,20,未婚,广西,高中,自购房,私营企业,2,142000,有,有,76,C-普通客户,20000,0-通过
0000999993861361,anon_S6078,男,20,未婚,湖南,高中,自购房,外资企业,2,124919,有,有,76,C-普通客户,20000,0-通过
0000999993896203,anon_S9549,女,28,已婚,江苏,高中,租房,私营企业,10,14820000,无,无,76,C-普通客户,20000,0-通过
0000999993861350,anon_S6077,男,20,未婚,陕西,高中,自购房,外资企业,2,124919,有,有,76,C-普通客户,20000,0-通过
0000999993867793,anon_S6720,男,34,离异,天津,硕士及以上,租房,私营企业,9,198939,有,无,76,C-普通客户,20000,0-通过
0000999993896247,anon_S9553,男,25,已婚,河南,本科,租房,私营企业,2,14820000,无,无,76,C-普通客户,20000,0-通过
0000999993896270,anon_S9556,男,27,未婚,安徽,高中,租房,私营企业,9,14820000,无,无,76,C-普通客户,20000,0-通过
0000999993869064,anon_S6847,男,20,未婚,浙江,高中,自购房,私营企业,2,225000,有,有,76,C-普通客户,20000,0-通过
0000999993899996,anon_S9860,男,33,未婚,辽宁,高中,其他,外资企业,15,3040000000,无,无,76,C-普通客户,20000,0-通过
0000999993895696,anon_S9498,男,27,已婚,山东,高中,租房,外资企业,9,11920000,无,无,76,C-普通客户,20000,0-通过
0000999993867624,anon_S6703,男,34,未婚,天津,硕士及以上,租房,私营企业,9,198655,有,无,76,C-普通客户,20000,0-通过
0000999993874381,anon_S7377,男,35,已婚,湖南,硕士及以上,租房,其他企业,10,335000,有,无,76,C-普通客户,20000,0-通过
0000999993854332,anon_S5382,男,19,未婚,广西,高中,自购房,私营企业,1,80660,有,有,76,C-普通客户,20000,0-通过
0000999993861258,anon_S6067,男,20,未婚,青海,高中,自购房,私营企业,2,124400,有,有,76,C-普通客户,20000,0-通过
0000999993896407,anon_S9569,女,26,未婚,甘肃,本科,租房,外资企业,3,15000000,无,无,76,C-普通客户,20000,0-通过
0000999993896452,anon_S9574,男,23,未婚,上海,本科,租房,外资企业,0,15000000,无,无,76,C-普通客户,20000,0-通过
0000999993871346,anon_S7074,男,20,未婚,陕西,高中,自购房,私营企业,2,260530,有,有,76,C-普通客户,20000,0-通过
0000999993859385,anon_S5881,男,30,未婚,山西,本科,租房,国有企业,7,108000,有,有,76,C-普通客户,20000,0-通过
0000999993895947,anon_S9523,男,26,已婚,上海,本科,租房,外资企业,3,12000000,无,无,76,C-普通客户,20000,0-通过
0000999993859443,anon_S5887,男,30,未婚,北京,本科,租房,私营企业,7,108000,有,有,76,C-普通客户,20000,0-通过
0000999993857650,anon_S5712,男,20,未婚,福建,高中,自购房,外资企业,2,100032,有,有,76,C-普通客户,20000,0-通过
0000999993880838,anon_S8021,男,37,丧偶,广西,硕士及以上,租房,私营企业,12,480000,有,无,76,C-普通客户,20000,0-通过
0000999993894524,anon_S9382,男,28,未婚,重庆,高中,租房,私营企业,10,8400000,无,无,76,C-普通客户,20000,0-通过
0000999993875782,anon_S7516,男,37,未婚,内蒙古,硕士及以上,租房,其他企业,12,352058,有,无,76,C-普通客户,20000,0-通过
0000999993833162,anon_S3279,男,49,未婚,四川,硕士及以上,自购房,私营企业,24,46150,有,有,76,C-普通客户,20000,0-通过
0000999993859715,anon_S5913,男,30,未婚,上海,本科,租房,私营企业,7,110000,有,有,76,C-普通客户,20000,0-通过
0000999993896655,anon_S9594,男,21,未婚,广东,大专,租房,外资企业,1,15000000,无,无,76,C-普通客户,20000,0-通过
0000999993859748,anon_S5916,女,30,未婚,北京,本科,租房,国有企业,7,110000,有,有,76,C-普通客户,20000,0-通过
0000999993859759,anon_S5917,男,30,已婚,江西,本科,租房,私营企业,7,110000,有,有,76,C-普通客户,20000,0-通过
0000999993859782,anon_S5920,男,30,未婚,青海,本科,租房,国有企业,7,110000,有,有,76,C-普通客户,20000,0-通过
0000999993876810,anon_S7619,女,42,已婚,四川,硕士及以上,其他,私营企业,17,390000,有,无,76,C-普通客户,20000,0-通过
0000999993871391,anon_S7079,男,35,已婚,湖北,硕士及以上,租房,其他企业,10,260625,有,无,76,C-普通客户,20000,0-通过
0000999993876809,anon_S7618,男,42,已婚,天津,硕士及以上,其他,私营企业,17,390000,有,无,76,C-普通客户,20000,0-通过
0000999993859793,anon_S5921,男,30,未婚,江西,本科,租房,私营企业,7,110000,有,有,76,C-普通客户,20000,0-通过
0000999993894557,anon_S9385,男,27,离异,陕西,高中,租房,私营企业,9,8400000,无,无,76,C-普通客户,20000,0-通过
0000999993859862,anon_S5928,男,30,未婚,湖南,本科,租房,私营企业,7,110000,有,有,76,C-普通客户,20000,0-通过
0000999993859873,anon_S5929,男,30,已婚,北京,本科,租房,私营企业,7,110000,有,有,76,C-普通客户,20000,0-通过
0000999993896724,anon_S9601,男,26,未婚,四川,本科,租房,私营企业,3,15000000,无,无,76,C-普通客户,20000,0-通过
0000999993859931,anon_S5935,男,29,未婚,江苏,本科,租房,私营企业,6,110000,有,有,76,C-普通客户,20000,0-通过
0000999993896098,anon_S9538,男,26,已婚,重庆,本科,租房,个体户,3,12572920,无,无,76,C-普通客户,20000,0-通过
0000999993865718,anon_S6513,男,35,已婚,宁夏,硕士及以上,租房,其他企业,10,173553,有,无,76,C-普通客户,20000,0-通过
0000999993872623,anon_S7202,男,35,未婚,贵州,硕士及以上,租房,私营企业,10,291000,有,无,76,C-普通客户,20000,0-通过
0000999993835159,anon_S3478,男,68,未婚,山西,硕士及以上,自购房,其他企业,43,48330,有,有,76,C-普通客户,20000,0-通过
0000999993865195,anon_S6461,男,20,未婚,江西,高中,自购房,私营企业,2,166000,有,有,76,C-普通客户,20000,0-通过
0000999993876253,anon_S7563,男,34,未婚,山东,硕士及以上,租房,私营企业,9,368920,有,无,76,C-普通客户,20000,0-通过
0000999993876242,anon_S7562,男,37,离异,海南,硕士及以上,租房,私营企业,12,368920,有,无,76,C-普通客户,20000,0-通过
0000999993835568,anon_S3519,女,46,离异,青海,硕士及以上,自购房,私营企业,21,48603,有,有,76,C-普通客户,20000,0-通过
0000999993894998,anon_S9429,男,28,未婚,河南,高中,租房,外资企业,10,9000000,无,无,76,C-普通客户,20000,0-通过
0000999993882586,anon_S8195,女,28,未婚,福建,高中,租房,私营企业,10,552070,无,无,76,C-普通客户,20000,0-通过
0000999993882632,anon_S8200,男,28,未婚,重庆,高中,租房,私营企业,10,552070,无,无,76,C-普通客户,20000,0-通过
0000999993860334,anon_S5975,男,20,未婚,青海,高中,自购房,外资企业,2,115000,有,有,76,C-普通客户,20000,0-通过
0000999993856204,anon_S5567,男,19,未婚,青海,高中,自购房,外资企业,1,92028,有,有,76,C-普通客户,20000,0-通过
0000999993882870,anon_S8224,男,28,未婚,贵州,高中,租房,私营企业,10,663440,无,无,76,C-普通客户,20000,0-通过
0000999993882949,anon_S8231,女,26,已婚,宁夏,本科,租房,私营企业,3,696400,无,无,76,C-普通客户,20000,0-通过
0000999993860436,anon_S5985,男,20,未婚,黑龙江,高中,自购房,私营企业,2,116000,有,有,76,C-普通客户,20000,0-通过
0000999993864215,anon_S6363,男,35,未婚,辽宁,硕士及以上,租房,其他企业,10,155000,有,无,76,C-普通客户,20000,0-通过
0000999993883067,anon_S8243,男,23,未婚,天津,大专,租房,国有企业,3,700000,无,无,76,C-普通客户,20000,0-通过
0000999993883078,anon_S8244,男,22,已婚,吉林,大专,租房,私营企业,2,700000,无,无,76,C-普通客户,20000,0-通过
0000999993824465,anon_S2409,男,54,未婚,上海,硕士及以上,自购房,私营企业,29,36460,有,有,76,C-普通客户,20000,0-通过
0000999993897263,anon_S9655,男,21,未婚,广东,大专,租房,私营企业,1,22000000,无,无,76,C-普通客户,20000,0-通过
0000999993883294,anon_S8266,女,28,未婚,天津,高中,租房,私营企业,10,720000,无,无,76,C-普通客户,20000,0-通过
0000999993841414,anon_S4103,男,52,离异,天津,硕士及以上,自购房,其他企业,27,56077,有,有,76,C-普通客户,20000,0-通过
0000999993883329,anon_S8269,女,28,未婚,甘肃,高中,租房,私营企业,10,750000,无,无,76,C-普通客户,20000,0-通过
0000999993889456,anon_S8877,女,22,未婚,山西,大专,租房,私营企业,2,1920000,无,无,76,C-普通客户,20000,0-通过
0000999993889536,anon_S8885,女,24,未婚,山东,本科,租房,私营企业,1,1920000,无,无,76,C-普通客户,20000,0-通过
0000999993889321,anon_S8864,女,22,未婚,宁夏,大专,租房,外资企业,2,1880000,无,无,76,C-普通客户,20000,0-通过
0000999993889751,anon_S8906,女,24,未婚,天津,本科,租房,私营企业,1,1970000,无,无,76,C-普通客户,20000,0-通过
0000999993889808,anon_S8911,女,23,未婚,上海,本科,租房,国有企业,0,2000000,无,无,76,C-普通客户,20000,0-通过
0000999993889842,anon_S8915,男,24,未婚,山东,本科,租房,个体户,1,2000000,无,无,76,C-普通客户,20000,0-通过
0000999993889966,anon_S8927,男,24,未婚,广西,本科,租房,私营企业,1,2000000,无,无,76,C-普通客户,20000,0-通过
0000999993890018,anon_S8932,女,27,未婚,吉林,高中,租房,私营企业,9,2096244,无,无,76,C-普通客户,20000,0-通过
0000999993896167,anon_S9545,男,23,已婚,青海,本科,租房,私营企业,0,12910000,无,无,76,C-普通客户,20000,0-通过
0000999993890176,anon_S8948,女,24,未婚,黑龙江,本科,租房,个体户,1,2140000,无,无,76,C-普通客户,20000,0-通过
0000999993890212,anon_S8952,男,27,离异,广西,初中及以下,租房,其他企业,11,2173620,无,无,76,C-普通客户,20000,0-通过
0000999993890245,anon_S8955,男,22,未婚,上海,大专,租房,私营企业,2,2173620,无,无,76,C-普通客户,20000,0-通过
0000999993890392,anon_S8970,女,24,未婚,广西,本科,租房,私营企业,1,2275205,无,无,76,C-普通客户,20000,0-通过
0000999993890416,anon_S8972,女,25,已婚,湖北,本科,租房,私营企业,2,2400000,无,无,76,C-普通客户,20000,0-通过
0000999993890438,anon_S8974,男,22,已婚,天津,大专,租房,其他企业,2,4530000,无,无,76,C-普通客户,20000,0-通过
0000999993890563,anon_S8987,女,23,未婚,河北,大专,租房,私营企业,3,4700000,无,无,76,C-普通客户,20000,0-通过
0000999993890574,anon_S8988,女,22,未婚,海南,大专,租房,其他企业,2,4700000,无,无,76,C-普通客户,20000,0-通过
0000999993890620,anon_S8993,男,22,已婚,重庆,大专,租房,其他企业,2,4700000,无,无,76,C-普通客户,20000,0-通过
0000999993890675,anon_S8998,女,22,未婚,北京,大专,租房,个体户,2,4700000,无,无,76,C-普通客户,20000,0-通过
0000999993890846,anon_S9015,男,23,已婚,陕西,大专,租房,私营企业,3,4750000,无,无,76,C-普通客户,20000,0-通过
0000999993890904,anon_S9021,男,19,未婚,广东,大专,租房,私营企业,0,4750000,无,无,76,C-普通客户,20000,0-通过
0000999993891034,anon_S9034,男,23,已婚,上海,大专,租房,私营企业,3,4832000,无,无,76,C-普通客户,20000,0-通过
0000999993889230,anon_S8855,男,22,未婚,北京,大专,租房,私营企业,2,1865000,无,无,76,C-普通客户,20000,0-通过
0000999993891250,anon_S9056,男,28,已婚,内蒙古,高中,租房,私营企业,10,4970000,无,无,76,C-普通客户,20000,0-通过
0000999993892027,anon_S9132,男,22,已婚,湖南,大专,租房,私营企业,2,5552090,无,无,76,C-普通客户,20000,0-通过
0000999993899792,anon_S9840,男,22,未婚,湖北,本科,租房,私营企业,0,216000000,无,无,76,C-普通客户,20000,0-通过
0000999993892185,anon_S9148,男,27,已婚,江苏,高中,租房,私营企业,9,5600021,无,无,76,C-普通客户,20000,0-通过
0000999993889014,anon_S8833,女,22,未婚,贵州,大专,租房,国有企业,2,1829520,无,无,76,C-普通客户,20000,0-通过
0000999993899747,anon_S9835,男,23,已婚,浙江,本科,租房,私营企业,0,45400000,无,无,76,C-普通客户,20000,0-通过
0000999993889003,anon_S8832,女,22,未婚,天津,大专,租房,外资企业,2,1829520,无,无,76,C-普通客户,20000,0-通过
0000999993892414,anon_S9171,女,26,未婚,内蒙古,初中及以下,租房,私营企业,9,5999000,无,无,76,C-普通客户,20000,0-通过
0000999993892673,anon_S9197,女,30,未婚,重庆,初中及以下,租房,私营企业,8,6320000,无,无,76,C-普通客户,20000,0-通过
0000999993893008,anon_S9230,男,22,未婚,江西,大专,租房,国有企业,2,6400000,无,无,76,C-普通客户,20000,0-通过
0000999993899714,anon_S9832,男,25,已婚,广东,本科,租房,个体户,2,42000000,无,无,76,C-普通客户,20000,0-通过
0000999993899656,anon_S9826,男,28,未婚,山东,高中,租房,私营企业,10,42000000,无,无,76,C-普通客户,20000,0-通过
0000999993893337,anon_S9263,男,28,未婚,辽宁,高中,租房,外资企业,10,6626058,无,无,76,C-普通客户,20000,0-通过
0000999993893417,anon_S9271,女,26,已婚,山西,本科,租房,私营企业,3,6749000,无,无,76,C-普通客户,20000,0-通过
0000999993893564,anon_S9286,女,26,已婚,海南,本科,租房,国有企业,3,7003000,无,无,76,C-普通客户,20000,0-通过
0000999993885724,anon_S8508,男,28,未婚,内蒙古,初中及以下,租房,私营企业,15,1040000,无,无,77,C-普通客户,20000,0-通过
0000999993896860,anon_S9615,男,30,未婚,天津,高中,租房,外资企业,12,18000000,无,无,77,C-普通客户,20000,0-通过
0000999993885735,anon_S8509,男,28,未婚,广东,初中及以下,租房,私营企业,15,1040000,无,无,77,C-普通客户,20000,0-通过
0000999993886013,anon_S8537,女,25,未婚,江苏,大专,租房,国有企业,5,1150000,无,无,77,C-普通客户,20000,0-通过
0000999993898290,anon_S9675,男,27,离异,甘肃,本科,租房,私营企业,4,30000000,无,无,77,C-普通客户,20000,0-通过
0000999993898325,anon_S9678,男,27,未婚,广东,本科,租房,外资企业,4,30000000,无,无,77,C-普通客户,20000,0-通过
0000999993895889,anon_S9517,男,28,已婚,上海,本科,租房,外资企业,5,12000000,无,无,77,C-普通客户,20000,0-通过
0000999993898370,anon_S9683,男,28,未婚,重庆,大专,租房,私营企业,8,30000000,无,无,77,C-普通客户,20000,0-通过
0000999993898438,anon_S9689,男,28,已婚,海南,本科,租房,外资企业,5,30000000,无,无,77,C-普通客户,20000,0-通过
0000999993886353,anon_S8571,女,25,未婚,甘肃,大专,租房,私营企业,5,1170000,无,无,77,C-普通客户,20000,0-通过
0000999993886557,anon_S8591,男,28,未婚,内蒙古,大专,租房,私营企业,8,1250000,无,无,77,C-普通客户,20000,0-通过
0000999993886579,anon_S8593,男,30,未婚,河北,高中,租房,私营企业,12,1250000,无,无,77,C-普通客户,20000,0-通过
0000999993886647,anon_S8600,男,28,未婚,北京,本科,租房,个体户,5,1260400,无,无,77,C-普通客户,20000,0-通过
0000999993856849,anon_S5631,男,32,未婚,青海,大专,租房,私营企业,12,96000,有,有,77,C-普通客户,20000,0-通过
0000999993859034,anon_S5846,男,32,未婚,河南,本科,租房,私营企业,9,105000,有,有,77,C-普通客户,20000,0-通过
0000999993898585,anon_S9723,男,28,已婚,吉林,初中及以下,租房,个体户,16,32000000,无,无,77,C-普通客户,20000,0-通过
0000999993898608,anon_S9725,男,28,未婚,湖南,大专,租房,私营企业,8,32000000,无,无,77,C-普通客户,20000,0-通过
0000999993898620,anon_S9727,男,26,已婚,四川,大专,租房,国有企业,6,32000000,无,无,77,C-普通客户,20000,0-通过
0000999993895379,anon_S9466,男,28,未婚,四川,大专,租房,私营企业,8,10000000,无,无,77,C-普通客户,20000,0-通过
0000999993896485,anon_S9577,男,30,未婚,江西,高中,租房,私营企业,12,15000000,无,无,77,C-普通客户,20000,0-通过
0000999993882133,anon_S8151,女,26,已婚,浙江,大专,租房,私营企业,6,502400,无,无,77,C-普通客户,20000,0-通过
0000999993855755,anon_S5523,男,35,已婚,重庆,本科,租房,外资企业,12,90000,有,有,77,C-普通客户,20000,0-通过
0000999993896939,anon_S9622,男,29,未婚,湖北,高中,租房,外资企业,11,20000000,无,无,77,C-普通客户,20000,0-通过
0000999993898697,anon_S9734,男,28,未婚,上海,大专,租房,私营企业,8,35000000,无,无,77,C-普通客户,20000,0-通过
0000999993887696,anon_S8701,女,29,未婚,贵州,高中,租房,私营企业,11,1410000,无,无,77,C-普通客户,20000,0-通过
0000999993882268,anon_S8164,男,30,未婚,辽宁,高中,租房,私营企业,12,509363,无,无,77,C-普通客户,20000,0-通过
0000999993897412,anon_S9670,男,28,未婚,吉林,大专,租房,私营企业,8,23966000,无,无,77,C-普通客户,20000,0-通过
0000999993886807,anon_S8616,男,38,离异,重庆,初中及以下,租房,个体户,11,1339200,无,无,77,C-普通客户,20000,0-通过
0000999993898711,anon_S9736,男,29,已婚,上海,高中,租房,私营企业,11,35000000,无,无,77,C-普通客户,20000,0-通过
0000999993895798,anon_S9508,男,28,未婚,上海,大专,租房,国有企业,8,11998000,无,无,77,C-普通客户,20000,0-通过
0000999993880135,anon_S7951,女,39,已婚,山西,硕士及以上,租房,私营企业,14,460920,有,无,77,C-普通客户,20000,0-通过
0000999993886818,anon_S19,女,25,未婚,黑龙江,大专,租房,国有企业,5,1340000,无,无,77,C-普通客户,20000,0-通过
0000999993886829,anon_S8617,女,30,未婚,江西,高中,租房,私营企业,12,1340000,无,无,77,C-普通客户,20000,0-通过
0000999993886932,anon_S8627,男,37,未婚,福建,初中及以下,租房,私营企业,10,1340050,无,无,77,C-普通客户,20000,0-通过
0000999993887006,anon_S8634,男,25,未婚,西藏,大专,租房,国有企业,5,1349700,无,无,77,C-普通客户,20000,0-通过
0000999993897434,anon_S9672,男,29,未婚,江苏,高中,租房,外资企业,11,23979204,无,无,77,C-普通客户,20000,0-通过
0000999993859318,anon_S5874,男,20,未婚,青海,初中及以下,自购房,私营企业,6,106000,有,有,77,C-普通客户,20000,0-通过
0000999993855596,anon_S5507,男,35,已婚,山东,本科,租房,私营企业,12,90000,有,有,77,C-普通客户,20000,0-通过
0000999993859045,anon_S5847,男,32,未婚,河南,本科,租房,私营企业,9,105000,有,有,77,C-普通客户,20000,0-通过
0000999993887119,anon_S8645,男,30,未婚,海南,初中及以下,租房,私营企业,11,1350000,无,无,77,C-普通客户,20000,0-通过
0000999993898846,anon_S9748,男,24,离异,上海,大专,租房,私营企业,4,35400000,无,无,77,C-普通客户,20000,0-通过
0000999993882643,anon_S8201,女,28,未婚,山东,初中及以下,租房,个体户,16,552070,无,无,77,C-普通客户,20000,0-通过
0000999993898868,anon_S9750,男,25,已婚,内蒙古,大专,租房,外资企业,5,36300000,无,无,77,C-普通客户,20000,0-通过
0000999993895981,anon_S9527,男,28,未婚,青海,本科,租房,私营企业,5,12303000,无,无,77,C-普通客户,20000,0-通过
0000999993856838,anon_S5630,男,32,已婚,河南,大专,租房,其他企业,12,96000,有,有,77,C-普通客户,20000,0-通过
0000999993887164,anon_S8649,男,25,未婚,新疆,大专,租房,私营企业,5,1379000,无,无,77,C-普通客户,20000,0-通过
0000999993887324,anon_S8664,女,28,已婚,四川,大专,租房,私营企业,8,1400000,无,无,77,C-普通客户,20000,0-通过
0000999993887415,anon_S8673,女,25,未婚,江西,大专,租房,国有企业,5,1400000,无,无,77,C-普通客户,20000,0-通过
0000999993882698,anon_S8206,女,28,未婚,河南,初中及以下,租房,外资企业,19,630000,无,无,77,C-普通客户,20000,0-通过
0000999993899022,anon_S9766,男,30,未婚,贵州,高中,租房,私营企业,12,38000000,无,无,77,C-普通客户,20000,0-通过
0000999993899044,anon_S9768,女,28,已婚,江苏,大专,租房,其他企业,8,38400000,无,无,77,C-普通客户,20000,0-通过
0000999993859090,anon_S5852,男,32,未婚,上海,本科,租房,个体户,9,105000,有,有,77,C-普通客户,20000,0-通过
0000999993887562,anon_S8688,男,30,未婚,海南,初中及以下,租房,私营企业,11,1400400,无,无,77,C-普通客户,20000,0-通过
0000999993895120,anon_S9441,男,29,未婚,天津,高中,租房,私营企业,11,9000000,无,无,77,C-普通客户,20000,0-通过
0000999993876300,anon_S7568,男,39,已婚,河北,硕士及以上,租房,其他企业,14,371275,有,无,77,C-普通客户,20000,0-通过
0000999993897149,anon_S9643,男,28,未婚,山东,大专,租房,私营企业,8,22000000,无,无,77,C-普通客户,20000,0-通过
0000999993882905,anon_S8227,女,26,未婚,重庆,大专,租房,私营企业,6,663440,无,无,77,C-普通客户,20000,0-通过
0000999993887629,anon_S8694,男,27,未婚,山西,初中及以下,租房,个体户,14,1400700,无,无,77,C-普通客户,20000,0-通过
0000999993899157,anon_S9779,女,27,离异,北京,初中及以下,租房,私营企业,18,40000000,无,无,77,C-普通客户,20000,0-通过
0000999993887652,anon_S8697,男,25,未婚,广东,大专,租房,私营企业,5,1400700,无,无,77,C-普通客户,20000,0-通过
0000999993869676,anon_S6908,女,39,未婚,江西,硕士及以上,租房,私营企业,14,233000,有,无,77,C-普通客户,20000,0-通过
0000999993870580,anon_S6998,男,20,未婚,宁夏,初中及以下,自购房,外资企业,6,242051,有,有,77,C-普通客户,20000,0-通过
0000999993887685,anon_S8700,男,25,未婚,四川,大专,租房,私营企业,5,1410000,无,无,77,C-普通客户,20000,0-通过
0000999993860855,anon_S6027,男,35,已婚,青海,本科,租房,外资企业,12,120000,有,有,77,C-普通客户,20000,0-通过
0000999993899237,anon_S9787,男,21,未婚,广东,初中及以下,租房,私营企业,16,40000000,无,无,77,C-普通客户,20000,0-通过
0000999993894466,anon_S9376,男,25,未婚,江西,大专,租房,私营企业,5,8114400,无,无,77,C-普通客户,20000,0-通过
0000999993887890,anon_S8721,男,22,已婚,广西,初中及以下,租房,私营企业,15,1440000,无,无,77,C-普通客户,20000,0-通过
0000999993899395,anon_S9802,男,21,未婚,江西,初中及以下,租房,私营企业,17,40000000,无,无,77,C-普通客户,20000,0-通过
0000999993864544,anon_S6396,女,57,未婚,贵州,硕士及以上,其他,私营企业,32,158000,有,无,77,C-普通客户,20000,0-通过
0000999993888000,anon_S8732,男,25,未婚,四川,大专,租房,其他企业,5,1470000,无,无,77,C-普通客户,20000,0-通过
0000999993888099,anon_S8741,男,29,未婚,河北,高中,租房,外资企业,11,1470000,无,无,77,C-普通客户,20000,0-通过
0000999993888157,anon_S8747,女,29,已婚,广东,高中,租房,私营企业,11,1470000,无,无,77,C-普通客户,20000,0-通过
0000999993888204,anon_S8752,男,27,已婚,湖南,大专,租房,私营企业,7,1470000,无,无,77,C-普通客户,20000,0-通过
0000999993888328,anon_S8764,男,28,已婚,青海,大专,租房,其他企业,8,1520603,无,无,77,C-普通客户,20000,0-通过
0000999993883001,anon_S8237,男,28,未婚,广东,大专,租房,私营企业,8,698450,无,无,77,C-普通客户,20000,0-通过
0000999993883012,anon_S8238,女,25,已婚,广东,大专,租房,外资企业,5,698450,无,无,77,C-普通客户,20000,0-通过
0000999993862808,anon_S6222,男,23,已婚,广西,高中,自购房,私营企业,5,149400,有,有,77,C-普通客户,20000,0-通过
0000999993883657,anon_S8302,男,28,未婚,河南,大专,租房,私营企业,8,775000,无,无,77,C-普通客户,20000,0-通过
0000999993873365,anon_S7275,女,26,未婚,辽宁,高中,自购房,私营企业,8,308700,有,有,77,C-普通客户,20000,0-通过
0000999993897536,anon_S9682,男,28,未婚,湖北,初中及以下,租房,私营企业,14,24840000,无,无,77,C-普通客户,20000,0-通过
0000999993888453,anon_S8777,男,28,未婚,河南,大专,租房,私营企业,8,1575000,无,无,77,C-普通客户,20000,0-通过
0000999993899544,anon_S9817,男,30,未婚,四川,初中及以下,租房,私营企业,9,42000000,无,无,77,C-普通客户,20000,0-通过
0000999993888486,anon_S8780,男,29,未婚,青海,初中及以下,租房,个体户,10,1575000,无,无,77,C-普通客户,20000,0-通过
0000999993897230,anon_S9652,男,30,未婚,天津,高中,租房,私营企业,12,22000000,无,无,77,C-普通客户,20000,0-通过
0000999993895641,anon_S9493,男,30,未婚,河北,高中,租房,私营企业,12,11000000,无,无,77,C-普通客户,20000,0-通过
0000999993897241,anon_S9653,男,26,已婚,湖南,大专,租房,国有企业,6,22000000,无,无,77,C-普通客户,20000,0-通过
0000999993888555,anon_S8787,女,30,未婚,湖南,高中,租房,私营企业,12,1575206,无,无,77,C-普通客户,20000,0-通过
0000999993856690,anon_S5616,男,35,未婚,海南,本科,租房,私营企业,12,95000,有,有,77,C-普通客户,20000,0-通过
0000999993854922,anon_S5441,男,35,未婚,北京,本科,租房,私营企业,12,85000,有,有,77,C-普通客户,20000,0-通过
0000999993856271,anon_S5574,女,35,未婚,吉林,本科,租房,私营企业,12,92075,有,有,77,C-普通客户,20000,0-通过
0000999993883704,anon_S8307,女,24,已婚,上海,大专,租房,其他企业,4,780000,无,无,77,C-普通客户,20000,0-通过
0000999993888645,anon_S8796,女,29,未婚,贵州,高中,租房,其他企业,11,1627845,无,无,77,C-普通客户,20000,0-通过
0000999993888703,anon_S8802,男,29,未婚,广东,高中,租房,私营企业,11,1645000,无,无,77,C-普通客户,20000,0-通过
0000999993888747,anon_S8806,女,27,已婚,江西,本科,租房,私营企业,4,1656000,无,无,77,C-普通客户,20000,0-通过
0000999993889229,anon_S8854,女,29,未婚,广东,高中,租房,私营企业,11,1865000,无,无,77,C-普通客户,20000,0-通过
0000999993883114,anon_S8248,女,28,未婚,江西,初中及以下,租房,私营企业,14,700000,无,无,77,C-普通客户,20000,0-通过
